id,result
749,56128d2c4d97d603d0661dc76dd9c254
1434,1709f60089245e2a79b9229fc478a6b9
1072,dea73bc8e0ae49f3d4c8cba623460835
122,669a34baa7888d596dbd4c763787fb55
977,cce8a24296f12ba75bbd86cc9887f1a0
1433,46ffb3cded2fb4cedfc1af6e8da0d5bc
184,5c8a950061aa331153f4a172bbcbfd1b
1184,9aea65334cc68feee0ff699dc3075716
255,5c8a950061aa331153f4a172bbcbfd1b
1528,5c8a950061aa331153f4a172bbcbfd1b
62,df220f8edf7e25d79a711a0cf32e2e0c
213,6457c56b05950a5ec8d3e2f92a9a97b5
652,a608ce2127ef5bd18da29fa4705f7959
1444,4b6d115f854b1e40ecc44a006a059d43
520,1b9cfc558e93eb9dc4b2c28ac89e8fac
1341,e37f7d702a1895d3567b871bb6fadfa3
974,c3de12781c8d00990e73963ed18947bd
287,8c9f081a88f539969f3dff99d6e05e36
142,1709f60089245e2a79b9229fc478a6b9
1060,a723dc6e60bdb1b3b38770288cf7df1a
491,a6e9070e8aec23c1f0418cf734923b6f
249,1709f60089245e2a79b9229fc478a6b9
145,3125c14d8192dded7e11d84c2b4d55b9
556,e49b013415f50581525d5eb29c50b9c5
841,9dddd015d6a35cb762d9aeaf5db68bf8
256,5c8a950061aa331153f4a172bbcbfd1b
672,5c1604c6b764a75887b7e1698a7fe58a
1191,8c9f081a88f539969f3dff99d6e05e36
973,0875008a455f99c91e3fe761ff077084
1335,8c9f081a88f539969f3dff99d6e05e36
139,5c8a950061aa331153f4a172bbcbfd1b
784,067e40978d3bb730406c20d1784a5586
1111,1709f60089245e2a79b9229fc478a6b9
499,5c8a950061aa331153f4a172bbcbfd1b
226,5c8a950061aa331153f4a172bbcbfd1b
1393,9dfc7f053319aeb387c51efb8acd54d7
1183,6bece10f3ffac8444455cc58d05b6752
822,5c8a950061aa331153f4a172bbcbfd1b
746,d8880f30930350efe1b28de10ad41283
293,5c8a950061aa331153f4a172bbcbfd1b
859,5f8f088d21c76ec39c7219f04ff911b6
479,5c8a950061aa331153f4a172bbcbfd1b
225,1709f60089245e2a79b9229fc478a6b9
458,b0d3a9e140930597a9202899bd54b45d
1329,6953dc460c24da82664b8a4a0745bc21
858,f9c4565721691391431450c147abb80d
991,a46c2caa98b47d58ec2383ea4a0f318a
1015,1709f60089245e2a79b9229fc478a6b9
163,1709f60089245e2a79b9229fc478a6b9
407,1709f60089245e2a79b9229fc478a6b9
185,8c9f081a88f539969f3dff99d6e05e36
1519,58e78e1b34eb49a68c65b54815d1b158
148,256d471dee866b53e8379814fbc9fe08
803,e94bdd54d598ecfc38af6d07990513f5
15,dd2853aac2db01d03f5701568ceb2b6c
358,1709f60089245e2a79b9229fc478a6b9
387,1709f60089245e2a79b9229fc478a6b9
1211,de3e5a7fb3312c54ca9fdb3e4a4a22c9
1254,5c8a950061aa331153f4a172bbcbfd1b
1489,8c9f081a88f539969f3dff99d6e05e36
913,e547336980f8430c3a4fe3262461fe30
1266,46267e337e1e7eb494e9fe4d6a720aab
91,1709f60089245e2a79b9229fc478a6b9
1418,d343c8d453183b2e99ba53cea058ac76
621,2c7a8f21270a089aae44f87e70909396
1402,a0a58600ab3e9748c4b94aacba217906
425,646880c5a13aa3791b75ad0bb7508a09
703,58e78e1b34eb49a68c65b54815d1b158
503,1709f60089245e2a79b9229fc478a6b9
388,c906b83f17b90f11afc4a5bcd75b96b3
548,b0a78062c0a29762d18c5fde75e2e5e8
1389,3a0d63ec57e5abd6c6a9c42007e981d3
254,5e8c9fd14bf4bfda1217cd2e033b2be5
1229,d50d15e3f9e509b0a56a6d61d7cb8240
124,7b8da42670e0a05f207483d693afea38
630,1709f60089245e2a79b9229fc478a6b9
1472,cc694e91c40d931657a70bd4720fbd6c
456,1709f60089245e2a79b9229fc478a6b9
244,9f53779719c5338a696afb8286d3a720
554,651e3791bf243b762941918add420a4e
1377,c0a8a20f903a4915b94db8de3ea63195
842,b86897db7f7e2d5be03c99277969f6bf
1249,d6d4b39b9173b20a6582bf394cb32371
861,1709f60089245e2a79b9229fc478a6b9
1497,fa3e09cad471c343dccff51e80ecc27e
1022,8c9f081a88f539969f3dff99d6e05e36
307,5ee90e6dda8efdc241e78c954e6a1c47
13,4ca170234e594a5c8fae8c79287485a0
839,d71a68ea0b0ed686077245175fe3cc1a
970,fe9fa847a6c4156929ed03eca9b40d71
985,4d0237880f349e88f81b8341199aed29
278,5c8a950061aa331153f4a172bbcbfd1b
949,4ccf72aea412055ccdc4322f17873d19
650,39c998764c9a9f55860380ba7fb8e070
685,1709f60089245e2a79b9229fc478a6b9
68,1709f60089245e2a79b9229fc478a6b9
709,58e78e1b34eb49a68c65b54815d1b158
501,980a5af7fc0c213c997259ec4b84648c
49,f1b490bdb62ed10e4aded31aa9dd1590
34,df220f8edf7e25d79a711a0cf32e2e0c
831,1709f60089245e2a79b9229fc478a6b9
1364,300925464e803ff25db6aa3271712e7f
176,a982375129ef4ebe3d2a21a2f5096705
439,1709f60089245e2a79b9229fc478a6b9
646,48bd9c0444acf5ae4963e379b96f4b3b
1367,07e4f3d3728a9660f68a59149e88ad64
722,cce8a24296f12ba75bbd86cc9887f1a0
863,3458764f989969d12714c73332da464c
804,5c42f9506ee7c2cd7abe19c4174a9c8f
435,1709f60089245e2a79b9229fc478a6b9
1023,5c8a950061aa331153f4a172bbcbfd1b
728,29a9bc5f85752562afaf0713ac96d934
598,4d043a673137cae57afb743041043820
169,4320f1f04f3e181374d5804d05173556
1380,8c9f081a88f539969f3dff99d6e05e36
373,059f98066b040b3db6fd4f6d782e0ef9
220,1709f60089245e2a79b9229fc478a6b9
79,5c8a950061aa331153f4a172bbcbfd1b
1337,abd81ec6bcfb1cc568ffb4169092cacf
1387,de57280bd9aaf476a036232d7eb8b977
745,1709f60089245e2a79b9229fc478a6b9
224,476123d14626cadf216ab933e06d187d
239,5c8a950061aa331153f4a172bbcbfd1b
1297,87bbfa792fe3c4cf174f5b518e86f98f
607,e5cdb55550d80c435355599bdd4317c2
967,8c9f081a88f539969f3dff99d6e05e36
383,5c8a950061aa331153f4a172bbcbfd1b
327,589fe4ec45b32dc8c416d5ee0f76201a
1327,ce5f0403fec5551878f8f84087497f88
38,78c256948061bc441bdb90a6b3b4a870
284,1709f60089245e2a79b9229fc478a6b9
1168,956a6a66a7e4d7ca3aa849f566207147
597,5c8a950061aa331153f4a172bbcbfd1b
1446,f8a957548e70f1afc537c93ca6e50735
1172,5c8a950061aa331153f4a172bbcbfd1b
826,4f8c2cdaa740d936fc2f871c9c09a6bb
1506,1709f60089245e2a79b9229fc478a6b9
1033,29acb3bac05ecd6e1d1caa963213d342
486,1a8b1f7802c08bdccc333dd82a6f7495
1301,bd89bbf06f3d950ecac22bea7d04ffd9
626,492eab18a11320e79a3357d394ad6861
1523,1709f60089245e2a79b9229fc478a6b9
774,56978b7fda0a96ec9193941f8d61d77b
302,bf9e78b8a482fefc36915528fba25f48
37,ddf01ddacc462a56289dd8863c41be5f
418,e8cc535444d6609f9d94f1f2da6fd66f
617,b14347066f43f54eeccd404fbc730164
699,f294f82da74b072debc7d9590cee5373
427,0091d5adb6e12d45e60d8a14229b8cd5
1292,1709f60089245e2a79b9229fc478a6b9
1225,45c43cbbd7e77c759d31d02c64bbf324
1194,30e44ff941d1b0efa444231959bb14b6
1525,3fafaf1fc674ad778480e84ee503fc5f
518,1709f60089245e2a79b9229fc478a6b9
1456,d3e178b9cc7472d56dbb4f2a6f74e5e2
941,715f1d3cf514270a10f21d6f73969d1a
1397,8c9f081a88f539969f3dff99d6e05e36
561,11a1e1f18c6678fe0dc08110b661070b
484,1709f60089245e2a79b9229fc478a6b9
1407,1709f60089245e2a79b9229fc478a6b9
1483,8c9f081a88f539969f3dff99d6e05e36
459,49aaab51ee38a09ad8338999aeb826ef
395,aba9cdc96c49f4e4e8eba1b557fcd037
1161,8c9f081a88f539969f3dff99d6e05e36
463,d10eaeeafe1c1e822c7391798dc101f4
1465,3b158eac241475172d02198411918db7
719,25e1ebcde9103c3c679e4253f90a09e3
661,5c1604c6b764a75887b7e1698a7fe58a
500,1709f60089245e2a79b9229fc478a6b9
948,dc4da481572606d1acdeedae387a472f
41,7ab7c771f15cffb1905b8898b371764f
1280,5c8a950061aa331153f4a172bbcbfd1b
1150,8c9f081a88f539969f3dff99d6e05e36
1517,4b922db7986ca416f0426ecfa7274163
933,58e78e1b34eb49a68c65b54815d1b158
1176,1709f60089245e2a79b9229fc478a6b9
1331,d10eaeeafe1c1e822c7391798dc101f4
1376,0e73d3226dd6c363a52d487dfebb0327
1289,5c8a950061aa331153f4a172bbcbfd1b
478,f9d6b69b25d2cb391bdf834aca6fed91
1221,e27c05e66b58deab395d71dc921f84d0
1115,8c9f081a88f539969f3dff99d6e05e36
966,8af1e866f46a9f199166f3e516c29547
1091,c82c322b89c53ba312b1f9886f5de094
1371,5c8a950061aa331153f4a172bbcbfd1b
705,200d013f045aaa0b941b895015f5a7a7
236,900d1780592eaa454ba8912599b8b7af
152,8c9f081a88f539969f3dff99d6e05e36
1319,1709f60089245e2a79b9229fc478a6b9
657,66290f1d2c928f54a9e7f100c71402aa
558,c0a8a20f903a4915b94db8de3ea63195
437,1709f60089245e2a79b9229fc478a6b9
420,aba9cdc96c49f4e4e8eba1b557fcd037
177,2d867ce04d2c9927b5ad736d4688208e
352,5c8a950061aa331153f4a172bbcbfd1b
102,1709f60089245e2a79b9229fc478a6b9
1507,f58a1f9eb77fb39d7acfb22d19ace109
922,1709f60089245e2a79b9229fc478a6b9
976,acc3a49c485fafb9f3d2752827a02fbd
153,4fd610472ce7bb7383748db319c62e68
18,5c8a950061aa331153f4a172bbcbfd1b
1282,8f36ca2e7a6abea6caa834634cf101b7
1356,ff7732cc15ec5c72d50c87eb50363c1d
629,4646c586c217ab6d38dcfa0180a4bbd0
329,1709f60089245e2a79b9229fc478a6b9
898,5d996b8e5c8cb172dd206e21a2216027
1488,a4febebf7989c3cd8e5fe794c4d7ab79
319,c0a8a20f903a4915b94db8de3ea63195
404,0091d5adb6e12d45e60d8a14229b8cd5
993,5ec1b9b4365d0ea6ed6d5ed3f5506630
1338,85d6c7118a609a25670d7737c5cbbbe3
146,1709f60089245e2a79b9229fc478a6b9
1441,5c8a950061aa331153f4a172bbcbfd1b
942,51afe8e0c4eb3b7812a2ec90f2037955
821,1431f1e936c0eff69b2b3df44cfefcd1
964,de97012ab2219a65b253e16b5392df33
1458,5c8a950061aa331153f4a172bbcbfd1b
1307,4ab3fd4725b1c24b3cc9bec38296fc07
584,8a26b56242ec74f6ff1245280cf8db46
1296,4b511d2200462912e7ca58ccfffb70eb
950,4406fdf823fe1580254defb199403be6
625,e1757a5f382174989119fb75f8a911ca
887,5e500f51d3cf6c6a3593909b105d9072
601,b3075ed3bacadeca6edaf227e663b579
692,c0a8a20f903a4915b94db8de3ea63195
211,9034614bb278078e6f8f80ad66fdf8ef
1192,1709f60089245e2a79b9229fc478a6b9
541,b3eccb8e36e678daa0639c86426165d3
855,1709f60089245e2a79b9229fc478a6b9
1197,d68ca7328421cc009d68dc46aba3e1e2
812,369225d026d89f7631a41856c8a4a8f5
17,8c9f081a88f539969f3dff99d6e05e36
10,13070c8158e8fcc521cf17add46c93ac
717,81e5c5a0a88b2e10d06e6dc071d9298e
363,5c8a950061aa331153f4a172bbcbfd1b
357,bec615707e1dc428be8cb3ea6d2efe9c
1141,1709f60089245e2a79b9229fc478a6b9
111,5c8a950061aa331153f4a172bbcbfd1b
1128,fb5940f3a78ae3ba25f776e68fcf9e56
330,8c9f081a88f539969f3dff99d6e05e36
680,6026995bac302e2fbfb198480c2701af
575,358f218628f85a6e140f931940502f47
886,50b867d124c45f6ba161f59593214287
799,d3395e15f605bc35ab1bac6341a285e2
522,3243836f56cb0517fbd05d5357248651
188,1709f60089245e2a79b9229fc478a6b9
758,e28e58ba8299a72387eaf05869090cda
3,ae95c282038ae2764d56904374ff3ae8
893,ff7601554cd3404f3d90ece37f43abef
1081,3e9ec210da210f7c7182d50bc2b3bcf2
208,1709f60089245e2a79b9229fc478a6b9
480,980a5af7fc0c213c997259ec4b84648c
1186,980a5af7fc0c213c997259ec4b84648c
54,1709f60089245e2a79b9229fc478a6b9
400,8bc44c659739aa8024c58757e0c95899
608,1709f60089245e2a79b9229fc478a6b9
1405,926e0bf178b58c9bb469dba9d54f3482
181,1709f60089245e2a79b9229fc478a6b9
614,4d043a673137cae57afb743041043820
1469,7e5f63a28f925941cfce02eb26c3ba31
682,b14347066f43f54eeccd404fbc730164
87,5c6a96cc087c4f237709dacb554de203
1127,adeb21aa65c0abed7168f3717daeb47d
444,1709f60089245e2a79b9229fc478a6b9
1352,58e78e1b34eb49a68c65b54815d1b158
1140,6e35cbe55fcdd04e8c5c5b4824112ea5
585,8c9f081a88f539969f3dff99d6e05e36
735,5c8a950061aa331153f4a172bbcbfd1b
1332,8c9f081a88f539969f3dff99d6e05e36
1322,5c8a950061aa331153f4a172bbcbfd1b
238,5c8a950061aa331153f4a172bbcbfd1b
593,5c8a950061aa331153f4a172bbcbfd1b
193,1709f60089245e2a79b9229fc478a6b9
726,6457c56b05950a5ec8d3e2f92a9a97b5
681,b14347066f43f54eeccd404fbc730164
113,57c050810973077a918f57d455c5deee
744,d6a62a5394c12d2aee282584cfb837b0
918,c49a8a81f457d633aa4e2e41e792ef8b
1142,5c8a950061aa331153f4a172bbcbfd1b
536,c15e09ed16af6819a0147edefddb0316
995,ada06ba3c622e9c068868fa3bd80038b
853,761e90dc9aef0b8cbab9a8ccd786de38
667,749fae5e9de9fdbc2a319a12f7e0cb56
347,1709f60089245e2a79b9229fc478a6b9
1453,24049ab912a150bb9e0a8bf5b983571a
1201,8c9f081a88f539969f3dff99d6e05e36
533,69d5f49c2fbf737a24138dd4dbe47e9a
1228,9de63c024bda4054dbe1df28ff9b288c
618,cf58b5feb9189618fa216bbb435d2223
1345,bb5361e9e63bc408906ec838d1817eb3
612,d3b1ec6155d983289d647314bc151363
356,58e78e1b34eb49a68c65b54815d1b158
30,b8cca67b6fcb505418c69418ff8b25c1
324,5c8a950061aa331153f4a172bbcbfd1b
1234,4f42e9056c3c7660b135e496ceaa4d97
1481,1709f60089245e2a79b9229fc478a6b9
1298,ba9899526756a02c9a2df8b8ec145aeb
277,12d4c8973c97ba7c1c1bf356987de03f
1439,88076b93fe42684cd50ee045356766fe
28,36c4a1e4e3585ebf7215373d429e3d66
636,5c8a950061aa331153f4a172bbcbfd1b
1068,0ad065dbee21d540bac67b938dc86ded
1392,2491d102d0473414da40c581de62b4aa
1395,aba9cdc96c49f4e4e8eba1b557fcd037
658,adcfa2983ac291785ea042b09daf2dee
623,6f0d41ddd500de611c3e5b2e1286adae
201,1709f60089245e2a79b9229fc478a6b9
1175,8da6b29d376643f8244a56af018a695d
250,1709f60089245e2a79b9229fc478a6b9
1125,d24965fbb9e2133c819e2fa7fe34c4b9
1206,2e0db5934d65ebcade90adb18ba523c7
564,f6f718b1733330363e14c058fb1c2a83
1107,510c5b7c90d70c43d6fefa71d11456ed
1320,11d731065828954f53cb754c8f88f8e0
1240,e74c48a06c45ff77c070061e945416ef
519,1709f60089245e2a79b9229fc478a6b9
286,5c8a950061aa331153f4a172bbcbfd1b
1466,dd3c4a841921d3558ab1cecc01cb9b6a
1160,e06e5cecd3add7e4f5e0b8c8a97e2d56
1502,a0d802e85bd2134311f7c8fa405511bc
155,8c9f081a88f539969f3dff99d6e05e36
33,e967b03d8debc021b418226b8b47adde
857,1709f60089245e2a79b9229fc478a6b9
783,3adb3d4c60311f6965c0e74370c860a3
677,3a04ce99ba7bbc74a6c872bca81beb73
1204,5c8a950061aa331153f4a172bbcbfd1b
576,97692151a35df8b9c4a11d7cd3a548a5
982,b5ae8010094f7b8ae989d782ba014a2b
1169,8c9f081a88f539969f3dff99d6e05e36
1518,56dde7dba8b21ab3cbdfe2cb37bc9110
996,0ef438cfb922a5f88645157e97d85600
166,d0108875ff6c9393709b5c517bac5802
382,e3c0068e6709a18fa650ede8f329feea
270,c5222c1004aedb8136ee3654bf5fab18
582,1709f60089245e2a79b9229fc478a6b9
150,5c8a950061aa331153f4a172bbcbfd1b
1162,5c8a950061aa331153f4a172bbcbfd1b
282,63eaf620ffa930fdd69f5a8d2e4cdf7e
856,1b96c6bedfde85f4d4bd47de3cbe0e49
390,ebb0815e20b758a202b252c4e167efe4
521,1709f60089245e2a79b9229fc478a6b9
917,1395d15bf750fb9e4c72c66cc2d1518e
1482,fa3e09cad471c343dccff51e80ecc27e
656,1709f60089245e2a79b9229fc478a6b9
903,d3395e15f605bc35ab1bac6341a285e2
289,6457c56b05950a5ec8d3e2f92a9a97b5
587,6545bbce2b930043d46c0695300b7399
660,0b140ab1b6cff79a3dc006bff92bb551
399,85c7e37ceead2dac54d46337d432d3be
1516,545dd79d073628f9c3512481853db3b1
1509,5c8a950061aa331153f4a172bbcbfd1b
297,1709f60089245e2a79b9229fc478a6b9
781,f7ed8694cc5e6afd7e5a21acef7910c4
1252,1ecf7a359924bfb77f45aac3f276189d
686,d1a78655834084feae4a205ec3b1b216
560,3702cb0bc8f46e0008abd67fde748ccd
1303,c6a38e4f6ab91aca3808248a34fa1962
684,f098b932baf3772a326a141d96b9f4b2
405,5c8a950061aa331153f4a172bbcbfd1b
202,5c8a950061aa331153f4a172bbcbfd1b
516,5c8a950061aa331153f4a172bbcbfd1b
897,8056a1e4de983f77f47b11b32d0cab9c
1179,eddfd6df64c86d4b32ef2dcafcf55e40
342,be01a257ca2f42a75fd918dfd5352012
1368,9408cd27172b81745e125087acb20a8d
637,1709f60089245e2a79b9229fc478a6b9
581,1709f60089245e2a79b9229fc478a6b9
1098,1709f60089245e2a79b9229fc478a6b9
523,4de1d4cb502bf70be86ca1b710131d51
60,1709f60089245e2a79b9229fc478a6b9
506,14bceb12a1547f66629aa3e03345b5df
572,9bb6571c637e708b6b8bf6dcd9f275ef
761,6a741403fa2913532103483bcacff0e4
954,2fcb5a91cb5fb29f77cf5fe3a063aba0
502,1709f60089245e2a79b9229fc478a6b9
610,5753bcc406b04a823dc664f7d3167ca0
1028,1709f60089245e2a79b9229fc478a6b9
39,c2bbc44ba95166d6df723c685c2ebd2b
129,1709f60089245e2a79b9229fc478a6b9
1064,1709f60089245e2a79b9229fc478a6b9
1000,ae5b1b87295a15e622f7f02a466ef77e
1165,de3e5a7fb3312c54ca9fdb3e4a4a22c9
871,1709f60089245e2a79b9229fc478a6b9
1253,84d7563503fbf3872873f56e27d884ba
316,589fe4ec45b32dc8c416d5ee0f76201a
1103,1709f60089245e2a79b9229fc478a6b9
1278,5c8a950061aa331153f4a172bbcbfd1b
764,81e5c5a0a88b2e10d06e6dc071d9298e
900,a27ace02fc26f257bc03cbe19f6b9c84
219,8c9f081a88f539969f3dff99d6e05e36
157,5c8a950061aa331153f4a172bbcbfd1b
1174,27995860a74a27cc1f14583e7775f25a
110,890e2ab115d5d5bc8fa6b57284000298
234,5c8a950061aa331153f4a172bbcbfd1b
1031,1709f60089245e2a79b9229fc478a6b9
325,5c8a950061aa331153f4a172bbcbfd1b
1445,1709f60089245e2a79b9229fc478a6b9
539,12ef7befbf4d7d5201c9a89bdd925485
348,f4b283388b4af9ecda8d4a8141f3d7dd
1055,3eb5cd8b58feccbe40021b10c760f55a
638,5e6d08d50a4f0614d7cee7f182468924
1391,8c9f081a88f539969f3dff99d6e05e36
338,1709f60089245e2a79b9229fc478a6b9
943,06304c2f65d320073f22fdbe12c4605a
1088,9336b8969f3c989851b49d94fad5a840
1124,1709f60089245e2a79b9229fc478a6b9
1048,1f355e5e14b90acebe9b8dac070118f7
1394,c0a8a20f903a4915b94db8de3ea63195
455,f8a1474ec0921714b3fcf4a87855dab6
326,1709f60089245e2a79b9229fc478a6b9
386,7503b1c82154722dd1d86c19259ddf78
883,ace910284a9b4d9b877cf9f8e4fd9770
313,1c038a6357cd80d62ff8254dd775c7ab
994,1709f60089245e2a79b9229fc478a6b9
1462,926e0bf178b58c9bb469dba9d54f3482
570,6f92a8db3d8aae1b4dc9d17698437479
285,9089de2e56013a900bdf8ca7eee112fc
794,5899064a3146e045643990db3c4a8745
305,1709f60089245e2a79b9229fc478a6b9
362,1709f60089245e2a79b9229fc478a6b9
127,1709f60089245e2a79b9229fc478a6b9
755,26621ca9cdcda3226da1451b4e48bc2f
702,e628ff2aff8f327cd2a7c7436a9f8e1c
1138,05c333ebb8f3b15dea6daa13997e0296
1025,f6fe60b6fe72e9ea25d7685191f1fde4
586,c7fa0b165d651c3e9a008b0ca7829c95
266,5c8a950061aa331153f4a172bbcbfd1b
1080,5c8a950061aa331153f4a172bbcbfd1b
675,000d1e36243ad422488f838dcef1c3fb
1273,5903db16f34b7e7a8e45a7c243c09fb1
864,6234f530ffb77cc79e4130d405077fe2
930,bb5361e9e63bc408906ec838d1817eb3
817,9c9b946304b8280bfe1020783db14d13
1112,0da6eb6d3d4cdb3a4252b92c29cbf636
1505,5c8a950061aa331153f4a172bbcbfd1b
1082,3964c4adb16d728e2161b790f363dd2d
198,4de1d4cb502bf70be86ca1b710131d51
359,980a5af7fc0c213c997259ec4b84648c
938,1709f60089245e2a79b9229fc478a6b9
1177,522bab2f551096f71644619e7f84a012
878,53c7740d432f319349f58e99a0d4b44e
674,d139d143c562f90d27ef72bb28ec2668
513,1709f60089245e2a79b9229fc478a6b9
190,5c8a950061aa331153f4a172bbcbfd1b
318,24e293a550b366d4459a7ab116e4d24d
377,63527e33a42298b2ba3398809895d67b
512,5c8a950061aa331153f4a172bbcbfd1b
579,519bd8764949629eb3e338024d6b0706
268,9089de2e56013a900bdf8ca7eee112fc
1493,8c9f081a88f539969f3dff99d6e05e36
412,1709f60089245e2a79b9229fc478a6b9
1067,1be23c97ab5024eb33e0f12e286c74a6
490,275d9ec875667a30950d2ed4db3c3dd3
1004,6651a060cd43831bd6b62904a4aa6a8c
1295,45c43cbbd7e77c759d31d02c64bbf324
738,2aa8d6a7bd80f67c74232d33a229dd60
574,57f4b214965fb66846e66104068d3864
1222,5c8a950061aa331153f4a172bbcbfd1b
555,c56e7bae3484c9b6750417fbf89d6509
550,924a887636d0495009d188bf37dec4f7
75,d66e03649edca4247d974dc9a09ce8cf
1116,7c12cb13632ad69bfca45a953e646782
304,1709f60089245e2a79b9229fc478a6b9
743,41473ea146c24f2a383842cae76f0e5f
1106,1709f60089245e2a79b9229fc478a6b9
1430,1709f60089245e2a79b9229fc478a6b9
241,0de6132873ea62e9b775a076ade000a8
912,45bf7e588a320b64b88570bb0e251186
945,5c8a950061aa331153f4a172bbcbfd1b
932,2fcb5a91cb5fb29f77cf5fe3a063aba0
809,83c6be21807f849f6843e21b9e2e2c50
438,1709f60089245e2a79b9229fc478a6b9
655,17f3d5f423e779f1c4ab7a81a6ca8f10
1020,a2e75cf67c1c18d64449245fff9b0926
1264,5c8a950061aa331153f4a172bbcbfd1b
763,d9e60bad6cef0e40ffe6d0b4917349e4
1181,190e106c1272c7188e6813328434c78e
36,b49ef69423ee9d5e3e755447f0e27b65
756,9f9331daea48818fbc63d643d086e50e
1245,8d3e19c54d3fb6b7ee03843326025e51
1365,f1595b6a5fd6822d45bb1b3f8e0869d6
1120,8c9f081a88f539969f3dff99d6e05e36
432,ea18302297916275ae93f55f1c2cfa28
742,58e78e1b34eb49a68c65b54815d1b158
1432,8c9f081a88f539969f3dff99d6e05e36
834,2e35143d4dd1ed4cf983d93bae615cff
1079,3d506c404a726d6b382226bd737ffd0c
417,5c8a950061aa331153f4a172bbcbfd1b
1119,76c90530ca382da6e44be761f8a40d1a
93,7d6335575dd2e910f9cbcedf6cca65f3
838,ebded74ffd84cf0aab7eb6a580250dbf
1350,9024f86d8081d4c7bc2773c63e181a9e
1309,d72b763be6b451b78f61844eedd4628f
212,1844fa9e061c53a89fa39b0d7748c332
134,1709f60089245e2a79b9229fc478a6b9
553,e1757a5f382174989119fb75f8a911ca
1366,1709f60089245e2a79b9229fc478a6b9
222,9617c48f86e315c38f05ee7fc89d9d54
870,6a06f093e8a283932f1a96dfc9c36ef7
1010,c6473338afdc5bb5138e0cd40a0009c7
899,1709f60089245e2a79b9229fc478a6b9
1299,c0a8a20f903a4915b94db8de3ea63195
14,36c4a1e4e3585ebf7215373d429e3d66
136,5c8a950061aa331153f4a172bbcbfd1b
5,5c8a950061aa331153f4a172bbcbfd1b
1438,b2efb85aa3eb3b8aaa6da987ac383523
365,7460218f8c198d5541bc2518db98f76e
1084,ae0b2a6cd639882806816c44a3868303
221,a7307653d8f43a990ba89e6064d57806
228,5c8a950061aa331153f4a172bbcbfd1b
162,73afd2dd99ad62c32417ecc3bf594f8b
1305,dc6ffc31268a2206336a50cef0d06b4d
210,1709f60089245e2a79b9229fc478a6b9
171,1709f60089245e2a79b9229fc478a6b9
1049,7a1e6bd44f3aed8ea72ab8c6ffc280cc
1195,8c9f081a88f539969f3dff99d6e05e36
